x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end,timestamp
AAA449-E6,70769,211.107.253.49,PUT,d8bnainxtot1t.cloudfront.net,/blog/distributed-computing-data,301,http://www.chapman.biz/list/categoriespost.jsp,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2; rv:1.9.6.20) Gecko/9606-01-20 08:02:38.664917 Firefox/3.8,main,33d745c2128d5319227a8140d1fb010c,Hit,60455d9b-32da-49d1-b823-534f3e2c8409,archivesnationales-ht.com,HTTPS,674,2.258,200.103.50.182,None,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Processed,nan,23168,0.166,Miss,text/html,55501,,1204,2025-07-15 01:55:04
BFF849-E1,44675,193.136.213.50,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/category,404,https://craig.com/search/categoryauthor.htm,Mozilla/5.0 (Android 2.2.1; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,,nan,LimitExceeded,c97a0aa9-4911-4a4c-9b77-6e12dcae2dc6,archivesnationales-ht.com,HTTP,3752,1.72,73.8.91.161,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,Failed,nan,8154,0.163,BadGateway,image/jpeg,39384,,1807,2025-07-15 06:51:02
DDE684-E3,14326,148.90.42.116,PUT,d8bnainxtot1t.cloudfront.net,/blog,403,https://www.ross.biz/main/main/blogterms.asp,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3330-02-05 17:11:34.153664 Firefox/3.6.13,login,1bc951c73d539016f6de30dae5bd276e,Error,ca8ef670-ce5f-4108-84b5-8d9a44edf8a2,archivesnationales-ht.com,HTTPS,2526,2.16,156.250.145.168,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,60613,0.056,Error,application/json,303938,,,2025-07-15 18:42:25
EDB112-E5,22531,198.161.150.161,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/dataops-principles-practice,200,https://hernandez.net/tag/appsearch.html,Mozilla/5.0 (Android 3.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0,category,1b041a46adc50faa3f241da47e9252ea,Miss,f362658d-4aa6-4e3c-aee2-4107f357720f,archivesnationales-ht.com,HTTPS,2513,1.177,nan,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/2.0,Processed,nan,1855,0.213,BadGateway,application/javascript,173407,,1458,2025-07-15 15:42:58
EFB850-E0,13436,213.214.188.199,PUT,d8bnainxtot1t.cloudfront.net,/blog/building-api-gateways-data,403,https://www.sullivan.biz/search/tagprivacy.html,Opera/8.96.(X11; Linux i686; am-ET) Presto/2.9.166 Version/11.00,login,ba529a575d2596322a8192e5e1cdb587,Error,18e0650e-bae7-4135-b480-f2fc5e07a83f,archivesnationales-ht.com,HTTPS,346,2.285,nan,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/2.0,Processed,write,53042,0.448,LambdaExecutionError,application/javascript,66473,802,,2025-07-15 20:47:29
EAA835-E7,65387,196.180.93.112,DELETE,d8bnainxtot1t.cloudfront.net,/blog/modern-data-stack-components,301,http://www.wiggins.com/search/app/searchprivacy.htm,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.45.5 (KHTML, like Gecko) Version/5.0.4 Safari/531.45.5",,5ae5609b83e38ca724101a2000d5754d,LimitExceeded,eb3d5a87-47aa-4f45-b2ba-813adf093c61,archivesnationales-ht.com,HTTPS,2839,0.199,nan,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Processed,nan,21903,0.611,Hit,application/json,469466,966,,2025-07-15 13:58:27
BEC468-E6,74684,162.33.155.35,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-lineage-tracking,404,http://www.mathis.com/searchregister.html,Mozilla/5.0 (Android 1.5; Mobile; rv:47.0) Gecko/47.0 Firefox/47.0,about,a4b5c6bce82d5693e93fd78b551049c6,Miss,3fec7fe1-c8b8-409d-a3f4-4dbfede6ea34,archivesnationales-ht.com,HTTP,4434,2.381,182.248.108.189,TLSv1.3,None,Error,HTTP/1.1,Failed,nan,24831,0.658,Miss,text/css,273101,259,1112,2025-07-15 08:59:00
BDB247-E9,13493,215.162.79.110,POST,d8bnainxtot1t.cloudfront.net,/blog/monitoring-data-pipelines,500,http://www.white-walter.com/blog/mainindex.html,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7; rv:1.9.6.20) Gecko/7424-02-03 15:03:51.627869 Firefox/3.8,,aa535fbb8eae49524f8e65dcdcbe1f31,Hit,887f927a-2a95-46a5-a303-4f1e5cda04fa,archivesnationales-ht.com,HTTPS,2943,0.914,211.216.126.239,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,Processed,establish,57926,0.584,Error,application/javascript,337687,369,,2025-07-15 15:45:57
DFA423-E0,856,204.149.66.245,GET,d8bnainxtot1t.cloudfront.net,/blog/cloud-data-platforms-aws-azure-gcp,403,https://www.turner.net/list/tagssearch.asp,Opera/8.12.(Windows 98; Win 9x 4.90; ln-CD) Presto/2.9.174 Version/10.00,home,nan,Hit,a3251e8a-0836-48b6-83b3-332850da404a,archivesnationales-ht.com,HTTP,1836,1.427,207.231.112.62,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,nan,36600,0.748,BadGateway,text/html,171723,,1291,2025-07-15 22:59:00
AEC233-E1,45925,208.77.139.108,DELETE,d8bnainxtot1t.cloudfront.net,/blog/delta-lake-apache-iceberg,403,https://www.gregory-hardy.biz/categories/main/appregister.php,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/51.0.890.0 Mobile/08E197 Safari/536.0",register,nan,Hit,764ead9a-d19c-4dbf-bd31-16e72608770c,archivesnationales-ht.com,HTTPS,663,0.11,119.132.180.199,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/2.0,,point,12342,0.303,Hit,text/html,104107,,1558,2025-07-15 05:41:36
BBD996-E9,26832,59.141.69.73,POST,d8bnainxtot1t.cloudfront.net,/blog/streaming-analytics-applications,500,https://kelley.com/categories/category/tagshome.php,Mozilla/5.0 (Android 4.2.1; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,terms,f7116409ab73c86b86c1b38fa1e85e47,Miss,125949e5-186d-4988-a82e-5fc73a286c39,archivesnationales-ht.com,HTTPS,1040,2.047,2.232.57.8,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/2.0,Processed,nan,60782,0.76,LambdaExecutionError,application/javascript,466242,,,2025-07-15 09:03:56
CFE789-E1,74224,54.128.30.179,PUT,d8bnainxtot1t.cloudfront.net,/blog/apache-spark-beginners-guide,404,http://ray.com/categories/tagslogin.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4 rv:2.0; fy-NL) AppleWebKit/532.28.4 (KHTML, like Gecko) Version/4.0.3 Safari/532.28.4",,a87dde95df4ead13725e04994c09a3b3,LimitExceeded,05abc616-4a42-4430-8cca-9a61cdfb5a4b,archivesnationales-ht.com,HTTPS,453,0.433,181.249.82.192,None,None,Error,HTTP/1.1,Failed,nan,35043,0.427,LambdaExecutionError,text/css,492181,,,2025-07-15 08:52:26
EAE547-E2,48074,120.116.1.51,GET,d8bnainxtot1t.cloudfront.net,/blog/streaming-analytics-applications,500,http://kaufman.com/category/explorehome.html,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; doi-IN) AppleWebKit/532.10.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.10.2",about,70764a08e5a33046b563f0e894628581,Error,56837116-3164-42c5-aa89-8af4c22cec1b,archivesnationales-ht.com,HTTPS,2190,1.145,nan,None,None,Hit,HTTP/1.1,,nan,15073,0.092,LambdaExecutionError,image/jpeg,428312,,1021,2025-07-15 16:35:30
FCA657-E2,44409,102.100.28.27,PUT,d8bnainxtot1t.cloudfront.net,/blog/search,500,http://www.steele.com/tagfaq.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0),,nan,Hit,7503ce5a-cafe-419e-8624-2a9d4b04a335,archivesnationales-ht.com,HTTPS,2353,2.115,174.132.191.174,TLSv1.2,None,Miss,HTTP/2.0,Processed,couple,35482,0.126,Hit,application/json,104979,,1474,2025-07-15 19:24:28
EEF318-E0,73503,222.59.85.245,GET,d8bnainxtot1t.cloudfront.net,/blog/time-series-data-processing,403,https://www.jones.net/search/blog/listmain.html,Mozilla/5.0 (Android 2.3.7; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,,nan,LimitExceeded,af70b81e-a45f-487a-bb25-37004d3d13af,archivesnationales-ht.com,HTTPS,1566,0.729,185.33.2.186,None,AES256-GCM-SHA384,Miss,HTTP/1.1,,economy,11344,0.931,BadGateway,application/json,12643,126,,2025-07-15 17:30:55
DDD120-E9,8345,168.55.71.154,PUT,d8bnainxtot1t.cloudfront.net,/blog/containerization-docker-kubernetes-data,301,http://www.meza-mack.com/explore/explore/tagsmain.htm,Opera/8.71.(Windows NT 5.2; sat-IN) Presto/2.9.172 Version/12.00,index,9cce11468929b111162624e192fbd351,Miss,de1540d7-d5e5-4589-97df-f5720c092e34,archivesnationales-ht.com,HTTPS,4616,2.166,161.198.225.206,TLSv1.2,None,Hit,HTTP/2.0,,nan,34424,0.157,BadGateway,image/jpeg,189386,,,2025-07-15 12:56:18
CAF478-E8,64470,71.38.7.243,POST,d8bnainxtot1t.cloudfront.net,/blog/introduction-to-airflow-dags,404,nan,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.0),main,bdee5eff05a9c8d2b617d5c4df905e55,Hit,bd2f4da1-7667-4308-bce7-9a3e64e7e893,archivesnationales-ht.com,HTTPS,2264,2.404,89.176.107.240,TLSv1.3,None,LimitExceeded,HTTP/2.0,Processed,consider,12067,0.321,BadGateway,application/json,165600,727,,2025-07-15 09:05:22
DAA960-E8,408,151.183.131.159,HEAD,d8bnainxtot1t.cloudfront.net,/blog/scalable-data-architecture,500,http://www.foster.net/mainterms.html,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tk-TM) AppleWebKit/532.28.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.28.6",,c2bd71e34492d0aad83519765f70b050,Miss,206a3b94-4af1-4323-86f5-054f8791e8f8,archivesnationales-ht.com,HTTPS,1928,0.666,141.81.218.26,TLSv1.3,None,Miss,HTTP/1.1,,nan,9782,0.19,Miss,application/json,306644,,,2025-07-15 05:54:45
ACE538-E9,92507,9.210.127.172,PUT,d8bnainxtot1t.cloudfront.net,/blog/category,404,https://wheeler-mercado.net/search/searchmain.jsp,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/39.0.899.0 Safari/535.0",category,ac6e1046bcd4f9671c3c012ecacccdab,Miss,114dd24f-f3f9-4a4a-bb5d-d92fc2ac0e9d,archivesnationales-ht.com,HTTPS,2060,1.291,nan,None,AES256-GCM-SHA384,Hit,HTTP/2.0,,nan,35187,0.189,Hit,application/javascript,51382,,,2025-07-15 02:10:50
EFE946-E3,42761,218.168.71.58,GET,d8bnainxtot1t.cloudfront.net,/blog/data-versioning-lakehouse,200,https://hall.biz/main/blogterms.html,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7; rv:1.9.3.20) Gecko/6256-03-25 12:00:29.769730 Firefox/3.6.18,,nan,Hit,5164cd57-f499-477c-b597-2b9bfc146999,archivesnationales-ht.com,HTTP,3396,2.381,200.169.230.52,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/2.0,Processed,far,43664,0.588,Hit,text/html,297949,,,2025-07-15 21:12:13
BFE282-E4,94233,190.95.239.57,PUT,d8bnainxtot1t.cloudfront.net,/blog/streaming-analytics-applications,200,http://www.christian-pham.info/categories/tagauthor.php,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7 rv:5.0; rw-RW) AppleWebKit/532.8.1 (KHTML, like Gecko) Version/5.0.4 Safari/532.8.1",,5febab4fccbc8f5a1cd69fe72dac976c,Miss,955e3b08-3458-46cb-bdd5-19e8f30db7b1,archivesnationales-ht.com,HTTPS,289,1.548,172.159.159.102,None,None,Miss,HTTP/1.1,Processed,single,3685,0.734,LambdaExecutionError,image/jpeg,336047,,,2025-07-15 12:01:09
DAC489-E4,23503,138.213.184.62,PUT,d8bnainxtot1t.cloudfront.net,/blog/machine-learning-ops-mldata,403,http://rice-smith.info/tagshomepage.asp,Opera/9.18.(Windows NT 11.0; the-NP) Presto/2.9.188 Version/12.00,author,043affea6a636e1e7d868936478e6a71,LimitExceeded,75a9dada-b0e6-43f1-8aa6-148ce362c61a,archivesnationales-ht.com,HTTPS,3264,0.039,106.1.111.57,TLSv1.2,AES256-GCM-SHA384,Error,HTTP/1.1,,nan,16965,0.918,BadGateway,text/html,5769,340,1630,2025-07-15 01:03:13
AFE545-E5,53739,118.205.38.199,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-quality-checks-etl,500,https://www.anderson.com/tags/app/tagscategory.php,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/16.0.834.0 Safari/532.0",,530293f1affafae545182a21db2749e1,Miss,f74d4cc9-96f4-45c7-b31d-25d8bdffb2c1,archivesnationales-ht.com,HTTPS,1005,1.556,93.62.255.18,None,None,Hit,HTTP/1.1,Processed,nan,25695,0.101,Miss,application/javascript,224338,,,2025-07-15 03:13:19
BAF770-E3,90426,203.163.32.140,GET,d8bnainxtot1t.cloudfront.net,/blog/apache-spark-beginners-guide,403,https://www.schmidt-browning.com/appsearch.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3 rv:6.0; en-ZM) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/4.0 Safari/532.32.7",home,nan,LimitExceeded,c519be5b-616a-4a64-960a-4661e320ed1c,archivesnationales-ht.com,HTTPS,4482,1.853,112.167.51.2,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,,nan,34802,0.751,Hit,application/json,226236,920,1315,2025-07-15 17:32:08
CFF544-E6,91025,193.149.220.182,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-integration-strategies,200,nan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.1),homepage,nan,Error,8fcc7445-cb3e-4054-a0b0-51ab35528c7f,archivesnationales-ht.com,HTTPS,2677,1.56,77.67.231.211,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,,oil,56337,0.054,Hit,application/json,151674,,,2025-07-15 07:43:25
FBD993-E3,97231,156.163.80.90,POST,d8bnainxtot1t.cloudfront.net,/blog/distributed-computing-data,403,https://www.meyer.com/list/searchhome.php,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6 rv:3.0; lij-IT) AppleWebKit/531.2.4 (KHTML, like Gecko) Version/5.1 Safari/531.2.4",,nan,LimitExceeded,66b9cb53-4e36-4e36-ae62-a05c38e35dfc,archivesnationales-ht.com,HTTPS,2870,0.386,188.79.25.131,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,nan,57490,0.548,Hit,text/html,461769,780,,2025-07-15 08:44:27
AFC211-E9,9972,205.4.242.166,GET,d8bnainxtot1t.cloudfront.net,/blog/data-lineage-tracking,200,nan,Opera/8.34.(X11; Linux i686; tcy-IN) Presto/2.9.165 Version/12.00,main,c77da7669f290f9d67b83e337c44a0c2,Hit,57006628-b5ed-4131-9903-8bd980d3cfea,archivesnationales-ht.com,HTTPS,216,1.389,182.42.101.124,TLSv1.3,AES256-GCM-SHA384,Error,HTTP/1.1,Processed,draw,64905,0.4,LambdaExecutionError,application/javascript,6028,972,,2025-07-15 06:07:04
EFE725-E2,12865,145.250.66.205,GET,d8bnainxtot1t.cloudfront.net,/blog/data-lineage-tracking,500,https://www.ortiz.com/exploreindex.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),register,nan,LimitExceeded,ca63c786-d1ce-4abe-b6ae-637b5c4a329b,archivesnationales-ht.com,HTTPS,3406,0.066,155.112.29.185,TLSv1.2,AES256-GCM-SHA384,Hit,HTTP/2.0,,nan,18107,0.938,Miss,application/javascript,426932,,,2025-07-15 20:06:45
ABA254-E1,1543,37.130.90.69,POST,d8bnainxtot1t.cloudfront.net,/blog/introduction-to-airflow-dags,500,https://www.alvarez.com/tags/wp-content/searchindex.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_1 rv:6.0; fi-FI) AppleWebKit/534.39.4 (KHTML, like Gecko) Version/4.0.5 Safari/534.39.4",,bf67bd221f05fbcb3f7f816ae1c556d5,Hit,2328eb08-8afc-41fa-83ef-5e542394314d,archivesnationales-ht.com,HTTPS,1779,1.32,70.144.96.9,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Processed,nan,7633,0.292,Error,text/html,156719,,,2025-07-15 16:28:40
AAC926-E3,9771,216.111.131.140,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/machine-learning-ops-mldata,301,http://howard.org/wp-content/categoriesregister.asp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2 rv:4.0; te-IN) AppleWebKit/533.32.6 (KHTML, like Gecko) Version/5.0.2 Safari/533.32.6",homepage,c42d4738ef5b21e23bca41cce6cfb37f,Hit,6bb21511-d238-4a28-a0cd-5e4f16d79c48,archivesnationales-ht.com,HTTPS,3922,2.112,nan,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,,from,32657,0.748,Hit,text/html,229494,474,,2025-07-15 07:27:41
ECF297-E6,97761,211.206.216.76,GET,d8bnainxtot1t.cloudfront.net,/about,500,https://www.gonzalez-salinas.com/main/categoriesterms.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1 rv:3.0; eu-ES) AppleWebKit/532.7.5 (KHTML, like Gecko) Version/5.1 Safari/532.7.5",,nan,LimitExceeded,3fa3d936-8e28-4c42-9888-624b1ff67c3c,archivesnationales-ht.com,HTTPS,326,0.844,60.87.145.154,None,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,nan,62347,0.146,LambdaExecutionError,image/jpeg,441458,,,2025-07-15 21:22:57
DFC307-E0,73944,94.133.247.224,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/building-data-pipelines-python,200,https://jones.biz/searchauthor.asp,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4; rv:1.9.6.20) Gecko/4938-09-08 14:37:47.254166 Firefox/3.8,privacy,3e1811818ee65b4c9f9c7b980f3d36fe,LimitExceeded,9e694064-fff8-4e8e-9361-a347660b3887,archivesnationales-ht.com,HTTPS,3615,1.582,137.129.130.4,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/2.0,Failed,nan,12429,0.77,LambdaExecutionError,application/javascript,24376,315,1120,2025-07-15 04:50:18
BFC083-E6,92925,221.214.27.32,DELETE,d8bnainxtot1t.cloudfront.net,/blog/scalable-data-architecture,500,nan,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5134-01-23 17:41:45.511520 Firefox/3.8,,nan,LimitExceeded,e264ec26-0106-497f-aee6-f9e374228336,archivesnationales-ht.com,HTTPS,4724,0.945,nan,None,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Processed,nan,2195,0.661,Hit,text/html,235621,254,,2025-07-15 06:43:35
BBE952-E3,9865,36.116.30.74,DELETE,d8bnainxtot1t.cloudfront.net,/blog/scalable-data-architecture,200,https://smith-murray.com/tag/bloghome.asp,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/17.0.800.0 Safari/536.2",,0335c48be83a4cca6ac2a7ac3f1cf971,Hit,af8eb9b3-a49f-40be-ab37-9c226a3de4f7,archivesnationales-ht.com,HTTPS,4081,1.373,200.163.87.117,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Processed,nan,42619,0.596,Error,application/javascript,174579,,,2025-07-15 23:02:18
EAE060-E5,7698,4.120.252.171,POST,d8bnainxtot1t.cloudfront.net,/blog/time-series-data-processing,200,http://www.todd.net/search/blog/searchindex.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4; rv:1.9.4.20) Gecko/2552-06-28 03:42:10.638405 Firefox/3.6.14,,930aa6ff7b8d200963800ab9038e91fc,Hit,cf39a4d5-af7f-43a5-87d1-8cd606ebc430,archivesnationales-ht.com,HTTPS,3539,1.975,36.64.173.161,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,born,38200,0.77,Miss,application/json,342380,943,,2025-07-15 14:20:30
EED010-E0,10706,6.63.251.247,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-versioning-lakehouse,200,http://mccoy-bailey.net/categories/blog/apphome.html,Opera/9.93.(Windows NT 6.1; lb-LU) Presto/2.9.163 Version/12.00,,31fcf58a3f8030cf18f5256e9e8fb516,Error,0dcc3b79-2641-41f9-87f2-9e2503115c78,archivesnationales-ht.com,HTTPS,4037,0.343,220.63.222.178,TLSv1.3,None,Error,HTTP/2.0,Processed,nan,18244,0.02,Error,application/json,342369,,,2025-07-15 14:31:15
DCE570-E8,76535,41.249.82.247,HEAD,d8bnainxtot1t.cloudfront.net,/blog/apache-spark-beginners-guide,500,nan,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.0),,nan,Error,999e996c-c036-4ab2-b127-1619bca2aa54,archivesnationales-ht.com,HTTPS,3939,0.449,216.160.110.176,TLSv1.2,None,LimitExceeded,HTTP/1.1,Failed,nan,60957,0.971,BadGateway,image/jpeg,27003,728,,2025-07-15 11:43:03
CAE973-E3,45864,209.26.227.132,POST,d8bnainxtot1t.cloudfront.net,/blog/graph-databases-data-engineering,500,https://www.scott-russell.com/app/listauthor.htm,Opera/9.38.(X11; Linux i686; it-CH) Presto/2.9.178 Version/11.00,search,4b4f426e860252a3a8f6267c40a3fcb6,Error,3a6602fe-0957-4ecf-88d3-e1c5aacba6ce,archivesnationales-ht.com,HTTPS,946,1.452,43.112.134.103,TLSv1.3,None,Miss,HTTP/2.0,Processed,nan,42826,0.604,LambdaExecutionError,image/jpeg,27326,,,2025-07-15 12:22:45
ECB667-E5,25598,202.180.128.31,POST,d8bnainxtot1t.cloudfront.net,/blog/data-storage-solutions,500,http://www.watson.com/explore/tag/postspost.html,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.874.0 Safari/531.2",index,e501b07d25dfde191488ec8c5c9d6353,LimitExceeded,a8125a65-6b22-4c87-a0f6-171272ba59a2,archivesnationales-ht.com,HTTP,4060,0.093,178.75.38.15,TLSv1.2,AES256-GCM-SHA384,Error,HTTP/1.1,Processed,nan,20717,0.842,Miss,text/css,66610,736,1129,2025-07-15 02:49:42
AEB408-E0,67416,213.221.105.136,POST,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,200,http://hanson.com/search/listsearch.html,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),about,7db1710c4faa4ed30197efea51d7f68c,LimitExceeded,78b79ac6-a20d-43ed-880d-9c7815889ca3,archivesnationales-ht.com,HTTPS,1969,1.229,113.232.64.131,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Failed,nan,63047,0.16,BadGateway,text/css,248338,,,2025-07-15 15:28:24
FFE932-E4,81478,80.244.31.13,POST,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,403,http://www.davis-anderson.com/category/main/categoriesindex.html,Opera/8.29.(X11; Linux x86_64; ta-IN) Presto/2.9.173 Version/12.00,,88d7c59de7661ec867c448b92c059aed,Hit,bd143fe2-3ea4-45f3-9ed2-c05b04b2153f,archivesnationales-ht.com,HTTPS,2234,0.673,142.232.220.251,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,,nan,39095,0.995,Hit,application/javascript,286454,,,2025-07-15 09:23:47
ECC812-E5,40355,200.31.47.222,HEAD,d8bnainxtot1t.cloudfront.net,/blog/delta-lake-apache-iceberg,200,https://hayes.info/mainmain.html,Opera/8.42.(X11; Linux i686; lzh-TW) Presto/2.9.186 Version/11.00,,3c61bfc0664024f507cd1567f5393566,Error,73d024b1-a2c7-4e98-a7bc-3400b0159ae7,archivesnationales-ht.com,HTTPS,3947,0.064,99.175.181.209,TLSv1.2,None,Error,HTTP/1.1,Processed,nan,34700,0.93,Hit,image/jpeg,434707,642,1627,2025-07-15 21:33:55
ABA345-E2,61135,55.183.125.85,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/containerization-docker-kubernetes-data,200,http://www.cruz.com/posts/categories/tagsmain.html,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/38.0.815.0 Safari/536.1",privacy,c3b887717597a19553178f85b5708e7e,Error,c2f02f43-020d-4b13-b5ab-da74498dca36,archivesnationales-ht.com,HTTPS,3517,0.579,202.206.14.255,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,already,11517,0.169,BadGateway,application/json,141261,891,1706,2025-07-15 08:55:31
DEA505-E9,51326,169.148.187.237,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/search,200,https://www.martin.com/category/wp-content/wp-contentlogin.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/10.9n8277.0 Mobile/34S763 Safari/533.2",login,8a39ddb14163ee3141fad2316ab5eeb4,Error,6d9dbaac-b78b-49cd-ac87-8e77017aa83e,archivesnationales-ht.com,HTTPS,269,1.706,nan,TLSv1.3,None,Error,HTTP/1.1,Failed,nan,15451,0.282,Error,text/html,12694,841,,2025-07-15 20:53:04
BBD759-E3,75603,193.140.50.83,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,200,https://www.ward.com/app/tags/wp-contentprivacy.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:4.0; iu-CA) AppleWebKit/535.21.1 (KHTML, like Gecko) Version/4.0.1 Safari/535.21.1",homepage,e564e1842b40d6fe2600dd874467746b,Hit,833d8663-cf2b-4a89-90d8-56beab393703,archivesnationales-ht.com,HTTPS,3707,2.252,44.189.34.144,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Failed,appear,27805,0.891,Miss,application/javascript,211706,,,2025-07-15 00:12:17
